pacc,rt,accumulator
0,0.2181,1
0,0.21619999999999998,1
0,0.2107,2
0,0.2366,2
1,0.2834,2
2,0.2465,1
3,0.2184,1
4,0.22190000000000001,2
5,0.2238,1
6,0.2879,1
7,0.2857,1
8,0.2758,1
9,0.2927,2
10,0.2205,1
11,0.362,1
12,0.4099,1
13,0.4761,1
14,0.3416,2
15,0.573,1
16,0.6362000000000001,1
17,0.5824,1
18,0.49889999999999995,1
19,0.3917,1
20,0.3845,2
5,0.19219999999999998,2
6,0.2294,2
7,0.266,2
8,0.30569999999999997,1
9,0.3841,2
10,0.4112,1
11,0.3702,2
12,0.374,2
13,0.5392,1
14,0.4736,2
15,0.6057,1
16,0.7018,1
17,0.4982,1
18,0.6493,1
19,0.4243,1
18,0.49360000000000004,1
17,0.3965,1
16,0.36760000000000004,2
15,0.6756,1
14,0.6878,1
13,0.49710000000000004,1
12,0.5483,2
11,0.4712,1
10,0.466,1
9,0.347,2
8,0.3419,1
7,0.2209,1
6,0.37510000000000004,2
5,0.3113,2
4,0.21969999999999998,1
3,0.24230000000000002,2
2,0.21919999999999998,2
1,0.2326,1
2,0.22019999999999998,1
3,0.2225,1
4,0.2179,2
5,0.2296,1
6,0.3557,1
7,0.22540000000000002,1
8,0.2379,1
9,0.2532,2
10,0.2785,2
11,0.4147,2
12,0.5689,1
13,0.5505,1
14,0.5117,1
15,0.472,1
16,0.6091,1
15,0.4677,1
14,0.5665,1
13,0.532,1
12,0.4828,1
11,0.4665,1
10,0.5106,1
9,0.5099,1
8,0.4734,1
7,0.2474,2
6,0.2364,2
5,0.2397,1
4,0.21830000000000002,1
3,0.2452,1
4,0.22080000000000002,1
5,0.21080000000000002,1
6,0.2754,2
7,0.222,1
8,0.43110000000000004,1
9,0.2847,1
10,0.2519,2
11,0.2565,2
12,0.5103,1
13,0.45389999999999997,1
14,0.3841,1
15,0.4014,1
16,0.3468,1
15,0.684,1
8,0.1921,2
9,0.444,1
10,0.1988,2
11,0.3251,1
12,0.24309999999999998,2
13,0.5343,1
14,0.39,1
15,0.4278,1
16,0.736,1
17,0.5416,1
16,0.38689999999999997,1
15,0.4924,1
14,0.328,1
13,0.2666,2
12,0.4298,1
11,0.4643,1
10,0.2298,2
9,0.2645,1
8,0.21719999999999998,2
7,0.21459999999999999,1
6,0.178,1
7,0.2139,2
8,0.18930000000000002,1
9,0.19030000000000002,2
10,0.207,2
11,0.2495,2
12,0.3633,2
13,0.3483,2
14,0.4697,1
15,0.4641,1
16,0.4367,1
17,0.516,1
18,0.48719999999999997,2
19,0.5784,1
20,0.5976,1
21,0.49019999999999997,1
22,0.4734,1
23,0.55,1
22,0.6103999999999999,1
21,0.4988,1
20,0.5237999999999999,1
19,0.5699,1
18,0.5481,1
17,0.4753,1
16,0.4786,1
